01_track_100.smt2; timeout 
04_track_10.smt2; timeout 
04_track_110.smt2; timeout 
04_track_111.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_112.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_113.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_114.smt2; timeout 
04_track_115.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_116.smt2; timeout 
04_track_117.smt2; timeout 
04_track_118.smt2; timeout 
04_track_119.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_11.smt2; timeout 
04_track_120.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_121.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_122.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_123.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_124.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_125.smt2; sat, 1: "cabcccaccbccaabbacaacabacbacaccabbbbbccaccabbc" 3: "" 
04_track_126.smt2; timeout 
04_track_127.smt2; timeout 
04_track_128.smt2; timeout 
04_track_129.smt2; timeout 
04_track_12.smt2; timeout 
04_track_130.smt2; timeout 
04_track_131.smt2; timeout 
04_track_132.smt2; timeout 
04_track_133.smt2; unsat 
04_track_134.smt2; timeout 
04_track_135.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_136.smt2; timeout 
04_track_137.smt2; OpenJDK 64-Bit Server VM warning: INFO: os::commit_memory(0x00000004f79ef000, 5630418944, 0) failed; error='Cannot allocate memory' (errno=12) # # There is insufficient memory for the Java Runtime Environment to continue. # Native memory allocation (mmap) failed to map 5630418944 bytes for committing reserved memory. # An error report file with more information is saved as: # /bsuhome/nathanaelsteven/smt-bench/hs_err_pid115166.log 
04_track_138.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_139.smt2; timeout 
04_track_13.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_140.smt2; OpenJDK 64-Bit Server VM warning: INFO: os::commit_memory(0x00000005861c4000, 7225704448, 0) failed; error='Cannot allocate memory' (errno=12) # # There is insufficient memory for the Java Runtime Environment to continue. # Native memory allocation (mmap) failed to map 7225704448 bytes for committing reserved memory. # An error report file with more information is saved as: # /bsuhome/nathanaelsteven/smt-bench/hs_err_pid115563.log timeout 
04_track_141.smt2; timeout 
04_track_142.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_143.smt2; timeout 
04_track_144.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_145.smt2; timeout 
04_track_146.smt2; timeout 
04_track_147.smt2; timeout 
04_track_148.smt2; 
04_track_149.smt2; unsat 
04_track_14.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_150.smt2; timeout 
04_track_151.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) timeout 
04_track_152.smt2; timeout 
04_track_153.smt2; unsat 
04_track_154.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_155.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_156.smt2; unsat 
04_track_157.smt2; timeout 
04_track_158.smt2; timeout 
04_track_159.smt2; timeout 
04_track_15.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_160.smt2; timeout 
04_track_161.smt2; timeout 
04_track_162.smt2; timeout 
04_track_163.smt2; timeout 
04_track_164.smt2; OpenJDK 64-Bit Server VM warning: INFO: os::commit_memory(0x0000000610579000, 8315760640, 0) failed; error='Cannot allocate memory' (errno=12) # # There is insufficient memory for the Java Runtime Environment to continue. # Native memory allocation (mmap) failed to map 8315760640 bytes for committing reserved memory. # An error report file with more information is saved as: # /bsuhome/nathanaelsteven/smt-bench/hs_err_pid118453.log 
04_track_165.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_166.smt2; timeout 
04_track_167.smt2; timeout 
04_track_168.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_169.smt2; timeout 
04_track_16.smt2; timeout 
04_track_170.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_171.smt2; timeout 
04_track_172.smt2; unsat 
04_track_173.smt2; timeout 
04_track_174.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_175.smt2; timeout 
04_track_176.smt2; timeout 
04_track_177.smt2; 
04_track_178.smt2; timeout 
04_track_179.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_17.smt2; timeout 
04_track_180.smt2; timeout 
04_track_181.smt2; timeout 
04_track_182.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_183.smt2; timeout 
04_track_184.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_185.smt2; timeout 
04_track_186.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_187.smt2; OpenJDK 64-Bit Server VM warning: INFO: os::commit_memory(0x000000046061c000, 3939975168, 0) failed; error='Cannot allocate memory' (errno=12) # # There is insufficient memory for the Java Runtime Environment to continue. # Native memory allocation (mmap) failed to map 3939975168 bytes for committing reserved memory. # An error report file with more information is saved as: # /bsuhome/nathanaelsteven/smt-bench/hs_err_pid121133.log 
04_track_188.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_189.smt2; timeout 
04_track_18.smt2; timeout 
04_track_190.smt2; timeout 
04_track_191.smt2; timeout 
04_track_192.smt2; timeout 
04_track_193.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_194.smt2; timeout 
04_track_195.smt2; sat, 45: "" 51: "" 53: "" 59: "" 62: "" 64: "" 
04_track_196.smt2; timeout 
04_track_197.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_198.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_199.smt2; timeout 
04_track_19.smt2; timeout 
04_track_1.smt2; sat, 3: "" 
04_track_200.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_20.smt2; Exception in thread "main" java.lang.NullPointerException 	at edu.boisestate.cs.solvers.Solver.isSingleton(Solver.java:451) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:355) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
04_track_21.smt2; Exception in thread "main" java.lang.OutOfMemoryError: Java heap space 	at dk.brics.automaton.MinimizationOperations.minimizeHuffman(Unknown Source) 	at dk.brics.automaton.MinimizationOperations.minimize(Unknown Source) 	at dk.brics.automaton.Automaton.minimize(Unknown Source) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:730) 	at edu.boisestate.cs.automatonModel.Model_Acyclic_Inverse.concatenate(Model_Acyclic_Inverse.java:22) 	at edu.boisestate.cs.solvers.Solver.append(Solver.java:69) 	at edu.boisestate.cs.Parser_2.processConcat(Parser_2.java:509) 	at edu.boisestate.cs.Parser_2.addOperation(Parser_2.java:157) 	at edu.boisestate.cs.reporting.A_Reporter.run(A_Reporter.java:206) 	at edu.boisestate.cs.SolveMain.run_Acyclic_Inverse_r3(SolveMain.java:623) 	at edu.boisestate.cs.SolveMain.main(SolveMain.java:85) 
