,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
slog_stranger_2812_sink,1.297,1.571,0.662,0.322,0.070,0.217,1.122,1.118,0.538,0.297,0.077,0.175,
slog_stranger_2813_sink,1.290,1.712,0.623,0.306,0.071,0.204,1.247,1.116,0.571,0.283,0.083,0.165,
slog_stranger_2814_sink,1.195,1.666,0.721,0.315,0.074,0.209,1.207,1.112,0.586,0.312,0.068,0.181,
slog_stranger_2817_sink,1.315,1.671,0.692,0.338,0.067,0.216,1.162,1.117,0.571,0.298,0.069,0.191,
slog_stranger_2820_sink,0.902,1.044,0.493,0.621,0.063,0.217,1.499,2.188,0.639,0.294,0.080,0.169,
slog_stranger_2821_sink,0.888,1.018,0.505,0.313,0.064,0.211,1.508,2.332,0.614,0.308,0.071,0.195,
slog_stranger_2822_sink,0.882,1.010,0.531,0.335,0.076,0.213,1.393,1.220,0.572,0.287,0.084,0.167,
slog_stranger_2823_sink,0.883,1.048,0.498,0.538,0.071,0.199,1.762,2.980,0.772,0.315,0.078,0.171,
slog_stranger_2825_sink,1.157,1.605,0.672,0.323,0.066,0.208,1.670,2.728,0.763,0.399,0.080,0.184,
slog_stranger_2827_sink,1.353,1.655,0.621,0.451,0.061,0.213,1.566,2.272,0.685,0.285,0.066,0.185,
slog_stranger_2829_sink,0.872,0.971,0.486,0.318,0.064,0.220,1.263,1.116,0.515,0.535,0.077,0.186,
slog_stranger_282_sink,0.853,0.973,0.470,0.348,0.073,0.210,1.182,1.184,0.568,0.312,0.072,0.177,
slog_stranger_2832_sink,0.868,0.945,0.533,0.327,0.073,0.218,1.149,1.150,0.525,0.284,0.078,0.176,
slog_stranger_2833_sink,0.871,0.987,0.480,0.335,0.070,0.215,1.222,1.160,0.581,0.293,0.071,0.188,
slog_stranger_2834_sink,0.852,0.934,0.493,0.328,0.073,0.218,1.224,1.114,0.596,0.290,0.079,0.168,
slog_stranger_2835_sink,0.870,0.974,0.517,0.314,0.061,0.205,2.365,7.200,1.137,0.294,0.072,0.181,
slog_stranger_2836_sink,0.904,1.091,0.507,0.352,0.059,0.219,2.033,5.456,0.880,0.355,0.085,0.181,
slog_stranger_2837_sink,1.195,1.677,0.740,0.320,0.071,0.210,1.239,1.154,0.573,0.348,0.079,0.183,
slog_stranger_2839_sink,1.329,1.794,0.650,0.388,0.070,0.208,1.183,1.188,0.612,0.304,0.072,0.176,
slog_stranger_2840_sink,1.374,1.999,0.693,0.311,0.067,0.198,1.785,2.673,0.756,0.327,0.084,0.186,
slog_stranger_2843_sink,0.841,0.958,0.485,0.327,0.072,0.219,1.181,1.156,0.582,0.325,0.075,0.177,
slog_stranger_2844_sink,0.865,0.961,0.515,0.326,0.080,0.197,1.264,1.167,0.579,0.318,0.078,0.176,
slog_stranger_2845_sink,0.869,0.961,0.518,0.328,0.067,0.222,1.130,1.098,0.555,0.295,0.085,0.167,
slog_stranger_2846_sink,1.238,1.703,0.760,0.334,0.068,0.222,1.341,1.455,0.603,0.318,0.070,0.190,
slog_stranger_2847_sink,1.333,1.826,0.655,0.341,0.083,0.209,1.287,1.372,0.601,0.324,0.081,0.178,
slog_stranger_2848_sink,1.306,1.624,0.613,0.348,0.074,0.213,1.166,1.259,0.557,0.317,0.078,0.175,
slog_stranger_2851_sink,,,,0.370,0.062,0.212,1.651,2.564,0.655,0.322,0.072,0.175,
slog_stranger_2852_sink,,,,0.318,0.068,0.208,4.806,17.973,2.328,0.485,0.220,0.181,
slog_stranger_2855_sink,1.375,1.945,0.685,0.321,0.054,0.226,1.605,2.409,0.680,0.307,0.080,0.170,
slog_stranger_2857_sink,0.907,1.078,0.497,0.341,0.063,0.218,2.448,9.575,1.444,0.318,0.099,0.180,
slog_stranger_2858_sink,0.865,0.983,0.468,0.309,0.069,0.209,1.255,1.151,0.547,0.291,0.078,0.174,
slog_stranger_2867_sink,1.287,1.648,0.644,0.317,0.072,0.208,1.149,1.143,0.521,0.319,0.081,0.175,
slog_stranger_286_sink,0.876,0.992,0.519,0.305,0.054,0.221,1.753,3.040,0.768,0.299,0.077,0.177,
slog_stranger_2881_sink,1.318,1.758,0.630,0.346,0.053,0.217,1.892,2.556,0.713,0.302,0.071,0.177,
slog_stranger_2884_sink,0.926,1.208,0.548,0.397,0.063,0.216,3.400,13.372,1.689,0.330,0.109,0.181,
slog_stranger_2886_sink,1.337,2.242,0.735,0.353,0.066,0.214,4.463,15.645,2.238,0.336,0.086,0.181,
slog_stranger_2891_sink,1.376,2.170,0.676,0.300,0.063,0.205,1.656,2.568,0.736,0.322,0.073,0.181,
slog_stranger_2894_sink,0.866,1.023,0.506,0.301,0.058,0.205,2.099,5.629,1.022,0.408,0.092,0.181,
slog_stranger_2896_sink,1.274,1.607,0.655,0.310,0.063,0.209,1.674,2.581,0.706,0.311,0.079,0.175,
slog_stranger_2897_sink,1.290,1.626,0.662,0.339,0.079,0.208,1.144,1.133,0.531,0.300,0.071,0.188,
slog_stranger_2899_sink,0.879,1.010,0.506,0.318,0.059,0.216,1.729,3.059,0.753,0.303,0.079,0.177,
slog_stranger_289_sink,0.870,0.949,0.520,0.329,0.070,0.214,1.132,1.129,0.540,0.300,0.089,0.164,
slog_stranger_2900_sink,0.876,0.988,0.496,0.318,0.060,0.215,1.700,2.629,0.696,0.387,0.081,0.177,
slog_stranger_2902_sink,0.879,1.060,0.500,0.324,0.070,0.203,1.915,4.049,0.823,0.350,0.077,0.172,
slog_stranger_2903_sink,0.878,1.034,0.487,0.386,0.064,0.206,1.883,4.199,0.862,0.331,0.072,0.195,
slog_stranger_290_sink,0.889,0.983,0.490,0.348,0.070,0.208,1.178,1.148,0.588,0.326,0.074,0.175,
slog_stranger_2914_sink,0.874,1.009,0.502,0.349,0.058,0.211,2.250,6.694,0.983,0.324,0.083,0.181,
slog_stranger_2915_sink,0.873,0.999,0.506,0.336,0.053,0.218,1.767,3.014,0.729,0.321,0.079,0.177,
slog_stranger_2916_sink,0.883,0.994,0.510,0.300,0.065,0.193,1.758,2.988,0.717,0.302,0.076,0.176,
slog_stranger_2924_sink,0.880,1.027,0.489,0.320,0.063,0.206,2.424,7.851,1.367,7.428,6.965,0.395,
slog_stranger_2927_sink,0.927,1.296,0.514,0.357,0.069,0.214,2.499,8.845,1.433,0.873,0.539,0.218,
slog_stranger_2928_sink,0.887,1.049,0.510,0.306,0.057,0.218,2.203,7.057,1.044,1.018,0.772,0.201,
slog_stranger_2930_sink,0.889,1.002,0.500,0.323,0.051,0.220,1.731,2.951,0.792,0.312,0.073,0.187,
slog_stranger_2940_sink,0.884,0.996,0.520,0.301,0.063,0.205,2.197,6.970,1.049,3.293,3.028,0.219,
slog_stranger_294_sink,0.858,0.975,0.487,0.327,0.071,0.215,1.165,1.143,0.578,0.290,0.078,0.172,
slog_stranger_2950_sink,0.872,0.973,0.488,0.336,0.064,0.202,1.578,2.163,0.606,0.461,0.078,0.180,
slog_stranger_2951_sink,,,,0.382,0.066,0.212,1.667,2.597,0.702,0.305,0.075,0.186,
slog_stranger_2954_sink,0.863,1.005,0.480,0.538,0.062,0.202,2.126,5.449,1.044,0.327,0.098,0.189,
slog_stranger_2958_sink,0.848,0.944,0.510,0.324,0.061,0.217,1.733,2.997,0.715,0.304,0.075,0.179,
slog_stranger_2959_sink,0.859,1.078,0.491,0.426,0.063,0.206,2.410,8.198,1.280,,,,
slog_stranger_295_sink,0.833,0.931,0.483,0.325,0.078,0.210,1.110,1.098,0.550,0.294,0.073,0.185,
slog_stranger_2961_sink,0.923,0.977,0.485,0.312,0.059,0.214,2.195,6.963,1.023,2.258,1.907,0.245,
slog_stranger_2962_sink,0.842,0.980,0.467,0.314,0.060,0.217,2.281,6.670,1.097,0.389,0.084,0.178,
slog_stranger_2963_sink,0.849,0.975,0.477,0.428,0.066,0.206,1.781,3.157,0.801,0.315,0.075,0.185,
slog_stranger_2964_sink,0.871,1.027,0.472,0.375,0.058,0.213,1.807,3.333,0.813,0.448,0.081,0.178,
slog_stranger_2965_sink,0.882,1.010,0.514,0.370,0.057,0.220,2.285,7.934,1.200,79.683,78.888,0.559,
slog_stranger_2966_sink,0.848,1.016,0.485,0.319,0.065,0.213,1.666,2.641,0.691,0.562,0.072,0.181,
slog_stranger_2967_sink,0.844,0.979,0.468,0.324,0.054,0.222,1.810,2.565,0.678,0.410,0.082,0.173,
slog_stranger_2968_sink,0.837,0.987,0.482,0.389,0.063,0.211,1.864,3.750,0.817,0.320,0.079,0.178,
slog_stranger_2969_sink,0.850,1.022,0.485,0.304,0.055,0.207,2.026,5.401,0.933,0.467,0.127,0.171,
slog_stranger_2970_sink,0.862,1.014,0.494,0.318,0.065,0.214,2.205,5.616,0.987,0.359,0.126,0.176,
slog_stranger_2972_sink,0.829,0.951,0.492,0.309,0.055,0.218,2.339,7.113,1.266,0.376,0.083,0.184,
slog_stranger_2973_sink,0.838,0.974,0.479,0.325,0.058,0.222,2.237,7.070,1.043,0.311,0.086,0.176,
slog_stranger_2974_sink,0.835,0.980,0.487,0.302,0.058,0.211,1.726,2.947,0.768,0.364,0.075,0.179,
slog_stranger_2975_sink,0.858,1.043,0.491,0.317,0.059,0.221,2.185,6.110,1.073,11.123,10.650,0.372,
slog_stranger_2977_sink,0.849,1.030,0.477,0.334,0.069,0.219,1.150,1.224,0.546,0.314,0.070,0.182,
slog_stranger_2979_sink,0.863,1.048,0.489,0.308,0.064,0.214,2.164,4.958,0.991,,,,
slog_stranger_2980_sink,0.843,0.980,0.476,0.324,0.062,0.204,1.904,4.149,0.815,0.470,0.077,0.174,
slog_stranger_2981_sink,0.864,0.961,0.500,0.328,0.071,0.205,1.766,2.933,0.734,0.300,0.074,0.177,
slog_stranger_2991_sink,0.843,0.990,0.487,0.327,0.057,0.207,1.698,3.058,0.719,0.313,0.067,0.184,
slog_stranger_3000_sink,0.865,1.007,0.504,0.344,0.065,0.215,2.075,4.793,0.972,944.095,928.878,12.898,
slog_stranger_300_sink,0.839,1.038,0.478,0.328,0.073,0.205,1.351,1.413,0.595,0.305,0.081,0.181,
slog_stranger_3013_sink,1.187,1.640,0.701,0.324,0.067,0.223,1.240,1.155,0.572,0.462,0.074,0.184,
slog_stranger_3015_sink,1.202,1.641,0.713,0.353,0.073,0.205,1.222,1.145,0.548,0.303,0.065,0.193,
slog_stranger_3016_sink,1.287,1.530,0.649,0.342,0.068,0.226,1.110,1.094,0.538,0.303,0.073,0.182,
slog_stranger_3017_sink,1.306,1.670,0.683,0.318,0.069,0.212,1.125,1.111,0.528,0.322,0.075,0.179,
slog_stranger_3019_sink,1.201,1.716,0.649,0.358,0.075,0.214,1.229,1.140,0.577,0.304,0.069,0.185,
slog_stranger_301_sink,0.861,0.944,0.512,0.337,0.073,0.211,1.198,1.157,0.556,0.315,0.084,0.180,
slog_stranger_3022_sink,43.250,391.652,133.808,0.320,0.058,0.221,1.657,2.749,0.741,0.476,0.253,0.174,
slog_stranger_3023_sink,,,,0.317,0.065,0.207,1.486,2.010,0.644,0.364,0.085,0.179,
slog_stranger_3033_sink,0.898,1.087,0.536,0.364,0.062,0.225,1.898,3.794,0.801,0.316,0.083,0.175,
slog_stranger_3038_sink,0.868,0.991,0.503,0.309,0.054,0.214,2.197,6.964,0.994,0.303,0.092,0.176,
slog_stranger_3044_sink,0.872,0.956,0.537,0.323,0.060,0.218,1.996,2.930,0.772,0.354,0.085,0.173,
slog_stranger_3051_sink,0.888,1.017,0.501,0.379,0.051,0.217,2.140,5.815,1.020,1.339,1.079,0.204,
slog_stranger_3052_sink,0.877,1.033,0.505,0.325,0.064,0.213,2.538,7.670,1.475,0.386,0.147,0.187,
slog_stranger_3054_sink,1.294,1.606,0.618,0.326,0.073,0.211,1.178,1.121,0.555,0.332,0.076,0.183,
slog_stranger_305_sink,0.878,0.970,0.499,0.333,0.078,0.213,1.201,1.127,0.543,0.298,0.076,0.178,
slog_stranger_3064_sink,0.909,1.124,0.552,0.311,0.061,0.210,1.967,3.761,0.813,0.303,0.076,0.185,
slog_stranger_306_sink,0.870,0.946,0.522,0.325,0.070,0.220,1.192,1.128,0.558,0.298,0.074,0.185,
slog_stranger_3072_sink,0.875,1.036,0.473,0.315,0.056,0.216,1.665,3.002,0.709,0.309,0.082,0.181,
slog_stranger_3073_sink,0.891,1.053,0.491,0.313,0.058,0.211,2.369,6.796,1.125,3.784,3.451,0.271,
slog_stranger_3074_sink,,,,0.375,0.055,0.211,1.712,2.833,0.786,0.501,0.080,0.180,
slog_stranger_3075_sink,,,,0.319,0.058,0.221,1.918,2.966,0.732,0.311,0.073,0.186,
slog_stranger_307_sink,0.841,0.934,0.474,0.328,0.066,0.222,1.202,1.145,0.591,0.292,0.072,0.184,
slog_stranger_3084_sink,1.179,1.718,0.744,0.327,0.059,0.213,1.698,3.133,0.703,0.460,0.231,0.192,
slog_stranger_3089_sink,0.840,1.019,0.491,0.312,0.052,0.213,2.209,6.777,1.105,1.288,1.042,0.204,
slog_stranger_308_sink,0.837,0.913,0.481,0.367,0.085,0.202,1.187,1.142,0.578,0.293,0.078,0.179,
slog_stranger_3090_sink,0.853,1.044,0.471,0.318,0.058,0.206,2.313,6.728,1.130,1.333,1.096,0.190,
slog_stranger_3091_sink,0.939,1.007,0.521,0.318,0.054,0.215,2.346,6.634,1.092,1.524,1.282,0.197,
slog_stranger_3094_sink,0.868,1.022,0.479,0.406,0.070,0.205,2.316,6.826,1.111,1.389,1.058,0.185,
slog_stranger_3095_sink,0.902,1.019,0.524,0.353,0.073,0.209,2.208,6.731,0.997,1.428,1.188,0.190,
slog_stranger_3130_sink,0.867,1.010,0.472,0.364,0.063,0.218,1.804,2.996,0.770,0.599,0.078,0.185,
slog_stranger_3148_sink,0.872,0.998,0.505,0.392,0.059,0.216,1.843,3.782,0.778,0.343,0.076,0.186,
slog_stranger_314_sink,0.853,1.000,0.488,0.346,0.074,0.216,1.406,1.655,0.645,0.347,0.088,0.175,
slog_stranger_3151_sink,0.866,0.977,0.508,0.330,0.061,0.201,1.893,3.631,0.849,0.301,0.080,0.180,
slog_stranger_3154_sink,0.849,0.994,0.483,0.307,0.056,0.206,1.967,4.189,0.895,0.330,0.075,0.183,
slog_stranger_3155_sink,0.865,0.989,0.500,0.346,0.065,0.209,1.900,3.943,0.868,0.667,0.081,0.178,
slog_stranger_3156_sink,0.832,0.970,0.478,0.336,0.073,0.207,1.877,4.194,0.816,0.314,0.083,0.187,
slog_stranger_3159_sink,0.873,1.018,0.503,0.298,0.063,0.201,2.240,6.275,0.998,0.310,0.086,0.188,
slog_stranger_315_sink,0.850,0.987,0.503,0.338,0.084,0.194,1.331,1.466,0.591,0.338,0.077,0.178,
slog_stranger_3161_sink,0.864,0.981,0.521,0.330,0.056,0.206,1.749,3.120,0.760,0.304,0.073,0.179,
slog_stranger_3166_sink,0.842,0.965,0.481,0.408,0.065,0.202,1.726,2.912,0.813,0.316,0.080,0.179,
slog_stranger_3167_sink,0.879,1.010,0.501,0.307,0.055,0.207,1.789,3.106,0.763,0.364,0.078,0.184,
slog_stranger_316_sink,0.857,0.971,0.497,0.520,0.065,0.207,1.704,3.016,0.716,0.425,0.074,0.184,
slog_stranger_3183_sink,0.915,1.132,0.535,0.338,0.069,0.217,1.900,3.800,0.844,0.305,0.081,0.175,
slog_stranger_318_sink,0.853,0.984,0.479,0.333,0.074,0.216,1.491,1.411,0.562,0.315,0.072,0.191,
slog_stranger_3191_sink,0.871,0.974,0.538,0.308,0.062,0.214,2.287,6.513,1.065,1.923,1.587,0.246,
slog_stranger_3193_sink,0.854,1.005,0.472,0.308,0.055,0.210,1.736,2.971,0.760,0.293,0.076,0.183,
slog_stranger_3203_sink,0.888,1.046,0.510,0.315,0.061,0.216,2.292,6.697,1.130,1.292,1.041,0.207,
slog_stranger_3205_sink,0.868,1.011,0.487,0.318,0.065,0.216,2.212,6.927,1.080,1.379,1.137,0.196,
slog_stranger_3207_sink,0.886,1.028,0.498,0.317,0.062,0.211,2.402,6.706,1.038,1.586,1.343,0.205,
slog_stranger_3209_sink,0.857,1.039,0.471,0.310,0.065,0.212,2.309,6.706,1.080,1.329,1.094,0.189,
slog_stranger_320_sink,0.856,1.093,0.500,0.320,0.068,0.211,1.307,1.415,0.597,0.396,0.084,0.173,
slog_stranger_3210_sink,0.893,1.019,0.520,0.344,0.063,0.216,2.385,6.554,1.058,1.336,1.048,0.197,
slog_stranger_3211_sink,0.841,1.029,0.470,0.331,0.058,0.211,2.229,6.770,1.006,1.400,1.163,0.193,
slog_stranger_321_sink,0.873,0.978,0.490,0.488,0.070,0.218,1.122,1.134,0.537,0.345,0.081,0.178,
slog_stranger_324_sink,1.186,1.644,0.692,0.338,0.079,0.210,1.129,1.115,0.536,0.298,0.078,0.178,
slog_stranger_3250_sink,0.908,1.030,0.533,0.297,0.054,0.208,1.844,3.670,0.794,0.301,0.072,0.182,
slog_stranger_3259_sink,0.863,0.994,0.499,0.318,0.055,0.220,2.315,7.194,1.174,0.447,0.090,0.180,
slog_stranger_3279_sink,0.916,1.406,0.543,0.370,0.067,0.221,1.977,4.690,0.892,0.308,0.070,0.192,
slog_stranger_327_sink,1.326,1.655,0.627,0.320,0.061,0.215,1.506,2.135,0.607,0.310,0.079,0.178,
slog_stranger_3282_sink,0.839,0.989,0.487,0.326,0.056,0.221,2.030,2.941,0.770,0.342,0.089,0.175,
slog_stranger_3283_sink,0.884,0.992,0.469,0.309,0.067,0.200,1.788,3.298,0.746,0.305,0.084,0.175,
slog_stranger_3286_sink,0.881,0.965,0.539,0.374,0.064,0.211,1.716,3.028,0.727,0.508,0.086,0.183,
slog_stranger_3289_sink,0.852,0.987,0.487,0.335,0.061,0.202,1.815,3.103,0.779,0.314,0.104,0.173,
slog_stranger_3290_sink,0.870,0.998,0.507,0.296,0.067,0.201,1.707,3.061,0.739,0.311,0.093,0.186,
slog_stranger_3291_sink,0.856,0.988,0.483,0.320,0.059,0.211,1.888,4.005,0.918,0.403,0.094,0.179,
slog_stranger_329_sink,1.305,1.593,0.674,0.322,0.076,0.210,1.293,1.396,0.584,0.308,0.078,0.183,
slog_stranger_32_sink,0.883,1.272,0.514,0.321,0.068,0.221,531.368,986.109,43.813,0.545,0.296,0.187,
slog_stranger_3300_sink,0.896,1.029,0.495,0.305,0.057,0.210,2.321,6.879,1.150,1.418,1.087,0.200,
slog_stranger_3301_sink,0.848,1.010,0.471,0.374,0.060,0.205,2.297,6.610,0.988,1.388,1.121,0.189,
slog_stranger_3302_sink,0.895,0.985,0.503,0.325,0.055,0.215,2.330,6.659,1.099,1.332,1.078,0.201,
slog_stranger_3303_sink,0.854,1.017,0.473,0.348,0.060,0.217,2.277,6.946,1.084,1.590,1.348,0.193,
slog_stranger_3304_sink,0.885,1.009,0.504,0.306,0.063,0.213,2.339,7.007,1.199,1.403,1.070,0.190,
slog_stranger_3305_sink,0.880,1.008,0.480,0.314,0.058,0.217,2.341,7.289,1.138,1.306,1.061,0.188,
slog_stranger_3306_sink,0.907,0.995,0.516,0.342,0.069,0.205,2.194,6.511,1.095,1.422,1.192,0.184,
slog_stranger_3308_sink,0.846,0.974,0.493,0.335,0.050,0.226,2.264,6.329,1.078,0.308,0.081,0.178,
slog_stranger_3309_sink,0.878,1.001,0.503,0.309,0.052,0.215,2.270,7.072,1.164,0.309,0.084,0.177,
slog_stranger_3310_sink,0.845,0.976,0.486,0.299,0.070,0.194,2.281,6.955,1.094,0.315,0.084,0.171,
slog_stranger_3311_sink,0.871,0.983,0.508,0.335,0.064,0.204,2.283,6.887,1.067,0.316,0.082,0.179,
slog_stranger_3312_sink,0.838,0.965,0.476,0.315,0.062,0.215,1.719,3.072,0.704,0.289,0.078,0.172,
slog_stranger_3313_sink,1.311,1.620,0.576,0.329,0.062,0.220,1.180,1.144,0.566,0.295,0.074,0.183,
slog_stranger_3314_sink,1.196,1.661,0.711,0.349,0.076,0.214,1.193,1.157,0.565,0.293,0.074,0.187,
slog_stranger_3321_sink,0.909,1.114,0.520,0.309,0.066,0.210,1.920,3.874,0.835,0.290,0.077,0.174,
slog_stranger_333_sink,1.195,1.626,0.767,0.316,0.072,0.214,1.176,1.148,0.562,0.314,0.074,0.185,
slog_stranger_3342_sink,0.922,1.036,0.535,0.319,0.059,0.215,1.887,3.809,0.861,0.307,0.080,0.181,
slog_stranger_3351_sink,0.847,0.984,0.467,0.319,0.050,0.225,2.089,2.968,0.789,0.298,0.085,0.168,
slog_stranger_3352_sink,0.911,1.282,0.545,0.315,0.072,0.202,2.347,7.553,1.145,2.295,1.994,0.252,
slog_stranger_3353_sink,0.848,0.973,0.482,0.309,0.064,0.213,2.387,7.179,1.318,0.355,0.122,0.188,
slog_stranger_3359_sink,0.874,0.970,0.536,0.338,0.056,0.214,1.759,3.043,0.765,0.342,0.073,0.178,
slog_stranger_335_sink,1.194,1.580,0.649,0.332,0.082,0.206,1.160,1.114,0.558,0.323,0.079,0.188,
slog_stranger_336_sink,1.282,1.715,0.691,0.315,0.062,0.203,1.761,3.044,0.735,0.314,0.073,0.181,
slog_stranger_337_sink,1.211,1.598,0.729,0.308,0.066,0.209,1.758,2.992,0.730,0.314,0.079,0.178,
slog_stranger_3380_sink,0.885,0.980,0.523,0.309,0.055,0.207,1.878,2.969,0.766,0.323,0.076,0.181,
slog_stranger_3381_sink,0.869,1.068,0.500,0.319,0.057,0.221,1.787,2.898,0.767,0.352,0.072,0.188,
slog_stranger_3382_sink,0.889,0.993,0.523,0.324,0.067,0.206,2.346,6.684,1.058,0.349,0.101,0.183,
slog_stranger_3384_sink,0.852,0.985,0.502,0.317,0.070,0.211,2.326,7.358,1.131,0.314,0.093,0.177,
slog_stranger_3386_sink,0.872,0.998,0.506,0.326,0.058,0.209,1.689,3.065,0.752,0.388,0.072,0.187,
slog_stranger_338_sink,1.193,1.609,0.691,0.315,0.056,0.217,1.527,2.010,0.683,0.345,0.077,0.180,
slog_stranger_33_sink,,,,0.307,0.059,0.212,1.709,2.362,0.690,0.303,0.080,0.184,
slog_stranger_3400_sink,0.865,1.032,0.486,0.325,0.063,0.222,2.302,6.823,1.112,1.292,1.061,0.186,
slog_stranger_3402_sink,0.861,1.016,0.494,0.301,0.074,0.197,2.222,6.948,1.038,1.380,1.132,0.183,
slog_stranger_3404_sink,0.871,1.019,0.484,0.393,0.053,0.227,2.342,7.216,1.229,1.485,1.247,0.203,
slog_stranger_3406_sink,0.868,0.993,0.527,0.329,0.062,0.205,2.311,6.409,1.052,1.319,1.078,0.196,
slog_stranger_3407_sink,0.849,1.035,0.477,0.324,0.067,0.214,2.335,7.265,1.121,1.402,1.039,0.207,
slog_stranger_3408_sink,0.895,1.025,0.492,0.367,0.067,0.207,2.274,6.378,1.087,1.389,1.146,0.190,
slog_stranger_341_sink,0.870,1.041,0.481,0.313,0.050,0.223,1.950,4.110,0.816,0.301,0.073,0.189,
slog_stranger_3434_sink,0.867,1.086,0.466,0.307,0.064,0.203,2.201,5.437,0.995,0.295,0.082,0.180,
slog_stranger_3436_sink,0.859,0.990,0.486,0.341,0.061,0.221,2.371,6.932,1.217,0.309,0.092,0.174,
slog_stranger_3438_sink,1.024,1.116,0.523,0.310,0.070,0.205,1.990,4.438,0.866,0.301,0.079,0.186,
slog_stranger_3439_sink,0.831,0.936,0.502,0.313,0.064,0.211,1.671,2.592,0.701,0.358,0.082,0.175,
slog_stranger_343_sink,0.845,1.007,0.475,0.332,0.074,0.210,1.512,2.344,0.683,25.124,24.526,0.355,
slog_stranger_3440_sink,0.852,1.017,0.481,0.332,0.069,0.213,2.279,6.853,1.091,0.332,0.098,0.178,
slog_stranger_3442_sink,0.838,0.971,0.479,0.350,0.059,0.217,1.779,3.061,0.746,0.299,0.088,0.169,
slog_stranger_3446_sink,0.839,0.976,0.465,0.318,0.057,0.220,1.742,2.990,0.743,0.468,0.079,0.184,
slog_stranger_3449_sink,0.897,1.157,0.520,0.306,0.055,0.209,2.556,8.125,1.169,,,,
slog_stranger_344_sink,0.859,0.971,0.508,0.314,0.063,0.213,1.923,4.347,0.871,0.325,0.079,0.182,
slog_stranger_3451_sink,0.842,0.967,0.475,0.311,0.053,0.220,1.931,3.125,0.794,0.316,0.084,0.181,
slog_stranger_3452_sink,0.845,0.963,0.490,0.320,0.052,0.225,2.278,6.812,1.099,0.366,0.088,0.182,
slog_stranger_345_sink,0.862,0.952,0.471,0.479,0.070,0.205,1.189,1.166,0.567,0.333,0.087,0.173,
slog_stranger_346_sink,0.864,1.041,0.466,0.438,0.059,0.221,1.918,4.143,0.818,0.314,0.100,0.173,
slog_stranger_3470_sink,0.906,1.305,0.494,0.532,0.071,0.213,2.004,4.306,0.896,0.304,0.080,0.182,
slog_stranger_3474_sink,0.836,0.982,0.460,0.348,0.049,0.215,1.804,3.353,0.832,0.292,0.086,0.170,
slog_stranger_3476_sink,0.856,0.986,0.467,0.302,0.054,0.213,1.796,2.956,0.783,0.330,0.077,0.182,
slog_stranger_3477_sink,0.860,1.012,0.487,0.314,0.061,0.212,1.988,4.333,0.887,0.314,0.086,0.181,
slog_stranger_347_sink,1.206,1.550,0.725,0.349,0.071,0.218,1.143,1.150,0.529,0.322,0.078,0.179,
slog_stranger_3485_sink,0.838,1.000,0.465,0.299,0.063,0.199,1.807,2.806,0.714,0.311,0.066,0.198,
slog_stranger_348_sink,1.214,1.570,0.751,0.324,0.073,0.212,1.240,1.129,0.584,0.334,0.077,0.180,
slog_stranger_349_sink,1.218,1.580,0.700,0.352,0.069,0.209,1.288,1.379,0.580,0.321,0.079,0.207,
slog_stranger_350_sink,1.200,1.645,0.717,0.341,0.073,0.219,1.133,1.091,0.540,0.303,0.060,0.200,
slog_stranger_3516_sink,0.902,1.058,0.499,0.325,0.067,0.212,2.094,5.197,0.958,0.369,0.082,0.177,
slog_stranger_3517_sink,0.862,1.057,0.472,0.330,0.068,0.211,2.013,4.527,0.923,0.304,0.095,0.170,
slog_stranger_3518_sink,0.866,1.034,0.505,0.319,0.064,0.213,2.113,5.344,0.927,0.324,0.082,0.189,
slog_stranger_3519_sink,0.893,1.031,0.528,0.324,0.073,0.209,2.097,5.523,0.966,0.309,0.079,0.182,
slog_stranger_3522_sink,0.870,0.982,0.483,0.307,0.048,0.225,1.689,2.909,0.737,0.297,0.077,0.180,
slog_stranger_3523_sink,0.847,0.966,0.499,0.365,0.057,0.211,2.372,6.750,1.127,0.541,0.103,0.171,
slog_stranger_3524_sink,0.941,1.432,0.554,0.322,0.066,0.213,2.794,9.838,1.690,0.471,0.211,0.201,
slog_stranger_353_sink,1.191,1.479,0.781,0.376,0.066,0.225,1.191,1.120,0.559,0.317,0.078,0.177,
slog_stranger_3541_sink,0.910,1.295,0.505,0.499,0.056,0.225,1.924,4.262,0.805,0.334,0.082,0.178,
slog_stranger_3544_sink,0.865,1.018,0.476,0.314,0.050,0.228,2.309,7.107,1.134,0.354,0.087,0.182,
slog_stranger_3549_sink,0.878,1.015,0.487,0.327,0.055,0.209,2.327,7.480,1.213,0.329,0.090,0.195,
slog_stranger_3551_sink,0.847,0.981,0.485,0.357,0.055,0.221,1.856,3.222,0.770,0.332,0.086,0.174,
slog_stranger_357_sink,1.325,1.674,0.637,0.329,0.067,0.222,1.177,1.140,0.523,0.364,0.078,0.182,
slog_stranger_3598_sink,0.863,1.022,0.504,0.330,0.067,0.214,2.362,6.924,1.085,1.297,1.055,0.187,
slog_stranger_359_sink,1.178,1.637,0.685,0.320,0.076,0.214,1.278,1.148,0.555,0.293,0.073,0.176,
slog_stranger_3601_sink,0.890,1.031,0.505,0.767,0.068,0.213,2.207,6.649,1.026,1.339,1.077,0.188,
slog_stranger_3604_sink,0.873,1.036,0.475,0.595,0.062,0.206,2.326,7.028,1.093,1.331,1.090,0.186,
