,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
instance04077,0.773,0.596,0.438,0.307,0.062,0.205,1.208,1.254,0.557,0.287,0.084,0.173,
instance04080,0.742,0.593,0.425,0.290,0.065,0.198,1.222,1.239,0.545,0.291,0.083,0.172,
instance04086,0.787,0.594,0.433,0.291,0.053,0.209,1.227,1.270,0.563,0.287,0.078,0.169,
instance04090,0.742,0.586,0.429,0.312,0.056,0.215,1.261,1.280,0.589,0.300,0.079,0.169,
instance04101,0.738,0.583,0.437,0.298,0.056,0.198,1.251,1.274,0.583,0.301,0.062,0.190,
instance04105,0.735,0.567,0.443,0.312,0.054,0.215,1.269,1.265,0.580,0.285,0.076,0.174,
instance04110,0.742,0.567,0.449,0.299,0.055,0.212,1.224,1.274,0.552,0.276,0.078,0.180,
instance04112,0.734,0.588,0.440,0.303,0.055,0.205,1.209,1.263,0.528,0.278,0.076,0.172,
instance04116,0.766,0.601,0.445,0.307,0.061,0.213,1.258,1.293,0.575,0.286,0.080,0.180,
instance04129,0.762,0.606,0.432,0.302,0.062,0.206,1.203,1.254,0.537,0.289,0.074,0.182,
instance04149,0.764,0.602,0.450,0.303,0.051,0.216,1.226,1.241,0.543,0.284,0.073,0.180,
instance04156,0.762,0.588,0.438,0.292,0.055,0.209,1.244,1.270,0.584,0.282,0.073,0.180,
instance04159,0.749,0.607,0.424,0.299,0.052,0.209,1.261,1.260,0.592,0.286,0.080,0.176,
instance04182,0.741,0.600,0.436,0.306,0.062,0.208,1.211,1.259,0.553,0.313,0.080,0.178,
instance04194,0.741,0.574,0.433,0.352,0.053,0.216,1.233,1.294,0.551,0.271,0.084,0.167,
instance04213,0.742,0.574,0.440,0.296,0.046,0.227,1.210,1.260,0.545,0.292,0.083,0.175,
instance04222,0.763,0.609,0.438,0.325,0.054,0.217,1.243,1.266,0.576,0.312,0.075,0.176,
instance04224,0.762,0.609,0.437,0.294,0.052,0.207,1.203,1.248,0.559,0.289,0.074,0.175,
instance04225,0.757,0.602,0.428,0.308,0.056,0.214,1.236,1.226,0.568,0.297,0.078,0.179,
instance04233,0.755,0.607,0.424,0.299,0.061,0.208,1.256,1.318,0.561,0.289,0.081,0.180,
instance04244,0.741,0.595,0.435,0.299,0.060,0.205,1.207,1.217,0.537,0.290,0.076,0.176,
instance04246,0.733,0.572,0.447,0.300,0.067,0.194,1.261,1.269,0.575,0.283,0.073,0.182,
instance04247,0.756,0.588,0.424,0.314,0.048,0.226,1.214,1.272,0.550,0.298,0.069,0.184,
instance04249,0.739,0.575,0.435,0.298,0.046,0.215,1.245,1.290,0.556,0.339,0.071,0.180,
instance04254,0.766,0.572,0.452,0.298,0.054,0.220,1.199,1.252,0.534,0.293,0.080,0.171,
instance04261,0.739,0.578,0.436,0.293,0.057,0.198,1.216,1.270,0.540,0.288,0.078,0.173,
instance04264,0.775,0.587,0.451,0.301,0.056,0.209,1.232,1.258,0.568,0.279,0.076,0.183,
instance04266,0.754,0.611,0.425,0.303,0.057,0.214,1.246,1.222,0.595,0.293,0.062,0.192,
instance04272,0.751,0.598,0.427,0.298,0.059,0.197,1.252,1.334,0.550,0.278,0.075,0.178,
instance04303,0.736,0.590,0.434,0.335,0.054,0.218,1.241,1.281,0.586,0.285,0.067,0.184,
instance04329,0.753,0.602,0.439,0.300,0.060,0.212,1.223,1.250,0.561,0.291,0.078,0.173,
instance04338,0.754,0.600,0.444,0.292,0.063,0.199,1.243,1.265,0.555,0.294,0.077,0.182,
instance04346,0.742,0.602,0.425,0.322,0.067,0.208,1.192,1.273,0.523,0.283,0.078,0.176,
instance04364,0.734,0.579,0.431,0.294,0.058,0.204,1.207,1.277,0.545,0.278,0.073,0.175,
instance04370,0.750,0.585,0.429,0.296,0.059,0.207,1.236,1.225,0.583,0.298,0.081,0.183,
instance04372,0.746,0.586,0.437,0.312,0.053,0.217,1.250,1.282,0.551,0.292,0.082,0.178,
instance04375,0.754,0.571,0.465,0.297,0.066,0.196,1.258,1.265,0.576,0.302,0.081,0.181,
instance04388,0.742,0.593,0.438,0.295,0.057,0.210,1.383,1.253,0.579,0.288,0.078,0.169,
instance04420,0.747,0.587,0.442,0.328,0.058,0.214,1.228,1.288,0.533,0.295,0.073,0.177,
instance04424,0.749,0.592,0.431,0.332,0.062,0.210,1.197,1.249,0.551,0.303,0.077,0.182,
instance04427,0.738,0.578,0.442,0.336,0.060,0.200,1.206,1.267,0.546,0.299,0.069,0.188,
instance04435,0.757,0.579,0.447,0.291,0.062,0.199,1.209,1.252,0.577,0.288,0.078,0.175,
instance04439,0.743,0.600,0.431,0.303,0.054,0.206,1.227,1.296,0.551,0.295,0.073,0.180,
instance04447,0.751,0.588,0.450,0.315,0.055,0.216,1.248,1.246,0.580,0.285,0.085,0.163,
instance04466,0.755,0.569,0.460,0.299,0.047,0.219,1.263,1.274,0.584,0.298,0.081,0.178,
instance04478,0.742,0.589,0.428,0.300,0.068,0.192,1.252,1.292,0.573,0.275,0.081,0.166,
instance04479,0.752,0.581,0.450,0.313,0.050,0.222,1.262,1.268,0.590,0.280,0.080,0.168,
instance04498,0.755,0.590,0.434,0.312,0.063,0.205,1.222,1.263,0.575,0.288,0.079,0.177,
instance04503,0.813,0.594,0.427,0.297,0.056,0.207,1.220,1.237,0.557,0.305,0.082,0.175,
instance04506,0.733,0.612,0.408,0.302,0.058,0.209,1.205,1.265,0.559,0.301,0.077,0.184,
instance04507,0.748,0.594,0.446,0.304,0.064,0.211,1.219,1.263,0.543,0.294,0.076,0.181,
instance04516,0.753,0.597,0.433,0.293,0.065,0.198,1.266,1.311,0.572,0.294,0.077,0.177,
instance04517,0.764,0.591,0.445,0.300,0.055,0.206,1.261,1.289,0.598,0.287,0.077,0.173,
instance04524,0.725,0.577,0.423,0.301,0.061,0.206,1.206,1.240,0.576,0.284,0.070,0.177,
instance04525,0.751,0.568,0.436,0.304,0.056,0.209,1.257,1.262,0.583,0.283,0.079,0.176,
instance04527,0.751,0.564,0.461,0.303,0.055,0.216,1.257,1.278,0.574,0.303,0.086,0.175,
instance04538,0.751,0.604,0.434,0.298,0.056,0.205,1.201,1.223,0.572,0.273,0.075,0.173,
instance04542,0.745,0.588,0.445,0.303,0.056,0.207,1.230,1.272,0.548,0.273,0.069,0.179,
instance04543,0.730,0.576,0.428,0.301,0.053,0.206,1.241,1.263,0.606,0.303,0.087,0.167,
instance04545,0.768,0.598,0.428,0.291,0.059,0.213,1.257,1.307,0.577,0.293,0.076,0.191,
instance04559,0.760,0.582,0.449,0.297,0.067,0.204,1.252,1.266,0.587,0.300,0.066,0.190,
instance04564,0.743,0.592,0.435,0.424,0.059,0.202,1.254,1.299,0.561,0.298,0.077,0.183,
instance04568,0.748,0.566,0.460,0.310,0.059,0.215,1.204,1.253,0.545,0.278,0.084,0.172,
instance04594,0.738,0.589,0.434,0.375,0.059,0.215,1.243,1.261,0.574,0.301,0.083,0.178,
instance04600,0.746,0.609,0.417,0.378,0.057,0.221,1.216,1.253,0.559,0.291,0.073,0.178,
instance04602,0.759,0.576,0.451,0.287,0.061,0.199,1.230,1.303,0.564,0.287,0.083,0.168,
instance04605,0.758,0.615,0.441,0.319,0.059,0.210,1.221,1.258,0.539,0.286,0.076,0.175,
instance04614,0.753,0.580,0.454,0.297,0.055,0.209,1.244,1.268,0.585,0.299,0.073,0.180,
instance04628,0.753,0.564,0.463,0.304,0.056,0.210,1.274,1.313,0.583,0.283,0.073,0.186,
instance04648,0.759,0.577,0.441,0.318,0.056,0.222,1.192,1.242,0.543,0.287,0.076,0.177,
instance04650,0.775,0.589,0.456,0.290,0.057,0.205,1.267,1.303,0.572,0.302,0.070,0.190,
instance04659,0.739,0.579,0.435,0.312,0.051,0.221,1.215,1.238,0.569,0.283,0.076,0.177,
instance04660,0.791,0.601,0.453,0.302,0.061,0.211,1.210,1.258,0.545,0.297,0.075,0.181,
instance04662,0.744,0.601,0.424,0.304,0.059,0.216,1.230,1.302,0.542,0.291,0.078,0.173,
instance04678,0.751,0.589,0.444,0.313,0.068,0.198,1.232,1.243,0.566,0.273,0.068,0.178,
instance04681,0.760,0.599,0.440,0.308,0.054,0.214,1.240,1.257,0.578,0.304,0.074,0.184,
instance04683,0.759,0.605,0.434,0.311,0.059,0.217,1.233,1.229,0.549,0.290,0.069,0.189,
instance04687,0.727,0.590,0.411,0.300,0.050,0.208,1.260,1.287,0.585,0.295,0.073,0.182,
instance04692,0.740,0.609,0.422,0.287,0.055,0.202,1.261,1.341,0.547,0.295,0.078,0.181,
instance04700,0.819,0.582,0.425,0.308,0.056,0.212,1.209,1.236,0.550,0.275,0.071,0.182,
instance04705,0.750,0.591,0.444,0.310,0.053,0.218,1.264,1.268,0.591,0.279,0.078,0.181,
instance04709,0.761,0.577,0.461,0.297,0.056,0.214,1.222,1.241,0.561,0.284,0.073,0.177,
instance04712,0.769,0.597,0.442,0.308,0.062,0.210,1.242,1.259,0.569,0.283,0.079,0.186,
instance04715,0.743,0.585,0.440,0.307,0.057,0.214,1.246,1.290,0.573,0.291,0.076,0.173,
instance04732,0.757,0.571,0.452,0.314,0.069,0.200,1.207,1.249,0.532,0.296,0.077,0.182,
instance04742,0.757,0.572,0.447,0.307,0.059,0.214,1.208,1.248,0.527,0.303,0.081,0.181,
instance04743,0.764,0.613,0.430,0.304,0.056,0.207,1.185,1.243,0.548,0.277,0.083,0.172,
instance04744,0.771,0.590,0.445,0.298,0.058,0.205,1.255,1.267,0.582,0.289,0.079,0.168,
instance04747,0.751,0.601,0.424,0.306,0.065,0.201,1.273,1.304,0.538,0.299,0.066,0.184,
instance04750,0.747,0.575,0.452,0.302,0.054,0.221,1.229,1.269,0.571,0.274,0.076,0.175,
instance04762,0.755,0.603,0.431,0.295,0.051,0.222,1.225,1.244,0.572,0.290,0.085,0.172,
instance04768,0.759,0.605,0.446,0.293,0.051,0.212,1.268,1.279,0.616,0.283,0.082,0.178,
instance04788,0.765,0.609,0.423,0.308,0.049,0.223,1.177,1.256,0.532,0.301,0.081,0.178,
instance04794,0.742,0.598,0.432,0.307,0.050,0.221,1.212,1.268,0.530,0.334,0.079,0.184,
instance04795,0.760,0.584,0.450,0.311,0.054,0.220,1.238,1.240,0.605,0.335,0.067,0.184,
instance04797,0.747,0.597,0.432,0.301,0.054,0.209,1.207,1.265,0.527,0.311,0.069,0.181,
instance04810,0.740,0.590,0.432,0.306,0.057,0.218,1.262,1.298,0.565,0.295,0.083,0.174,
instance04811,0.753,0.598,0.433,0.299,0.051,0.213,1.241,1.282,0.560,0.370,0.074,0.185,
instance04813,0.781,0.608,0.452,0.318,0.063,0.210,1.270,1.283,0.584,0.284,0.082,0.171,
instance04825,0.749,0.614,0.413,0.308,0.055,0.213,1.250,1.288,0.588,0.304,0.080,0.170,
instance04829,0.753,0.592,0.430,0.301,0.055,0.221,1.214,1.267,0.553,0.293,0.075,0.172,
instance04836,0.753,0.597,0.442,0.283,0.056,0.203,1.209,1.246,0.553,0.290,0.080,0.175,
instance04842,0.741,0.584,0.432,0.321,0.064,0.211,1.281,1.305,0.569,0.292,0.081,0.171,
instance04857,0.728,0.599,0.401,0.297,0.057,0.203,1.263,1.261,0.558,0.278,0.080,0.169,
instance04863,0.746,0.598,0.439,0.305,0.057,0.211,1.243,1.269,0.560,0.301,0.071,0.182,
instance04875,0.751,0.579,0.453,0.305,0.051,0.214,1.261,1.311,0.558,0.297,0.077,0.180,
instance04893,0.742,0.569,0.437,0.300,0.054,0.207,1.258,1.248,0.582,0.283,0.078,0.182,
instance04895,0.744,0.571,0.442,0.309,0.063,0.208,1.250,1.269,0.578,0.299,0.069,0.187,
instance04902,0.758,0.585,0.433,0.309,0.061,0.216,1.204,1.243,0.531,0.301,0.079,0.180,
instance04914,0.767,0.558,0.467,0.305,0.058,0.209,1.230,1.273,0.544,0.286,0.076,0.179,
instance04924,0.754,0.592,0.437,0.294,0.053,0.218,1.281,1.292,0.588,0.296,0.067,0.193,
instance04925,0.756,0.603,0.440,0.304,0.050,0.229,1.215,1.251,0.564,0.295,0.082,0.166,
instance04926,0.764,0.594,0.451,0.310,0.060,0.206,1.262,1.259,0.589,0.289,0.066,0.189,
instance04933,0.755,0.570,0.463,0.296,0.056,0.202,1.250,1.255,0.568,0.285,0.082,0.181,
instance04936,0.735,0.601,0.429,0.298,0.061,0.204,1.265,1.344,0.548,0.291,0.085,0.170,
instance04944,0.747,0.577,0.441,0.291,0.066,0.188,1.259,1.276,0.583,0.285,0.076,0.177,
instance04967,0.750,0.572,0.454,0.318,0.064,0.205,1.236,1.228,0.567,0.294,0.080,0.175,
instance04971,0.741,0.569,0.442,0.287,0.055,0.202,1.214,1.279,0.551,0.281,0.079,0.172,
instance04973,0.765,0.601,0.440,0.316,0.051,0.218,1.230,1.282,0.544,0.271,0.073,0.175,
instance04975,0.737,0.589,0.428,0.290,0.057,0.211,1.245,1.260,0.579,0.289,0.071,0.176,
instance04977,0.749,0.580,0.452,0.308,0.062,0.211,1.250,1.276,0.573,0.304,0.078,0.189,
instance04985,0.740,0.582,0.449,0.306,0.053,0.206,1.258,1.305,0.562,0.286,0.082,0.174,
instance04989,0.744,0.599,0.436,0.311,0.062,0.211,1.251,1.271,0.584,0.331,0.072,0.181,
instance04991,0.770,0.606,0.453,0.301,0.058,0.206,1.194,1.248,0.527,0.294,0.082,0.175,
instance05004,0.741,0.581,0.446,0.309,0.048,0.217,1.220,1.279,0.562,0.271,0.070,0.180,
instance05008,0.755,0.578,0.446,0.303,0.059,0.210,1.277,1.286,0.595,0.283,0.076,0.183,
instance05022,0.759,0.578,0.440,0.307,0.054,0.217,1.230,1.242,0.576,0.272,0.075,0.174,
instance05047,0.746,0.591,0.442,0.306,0.057,0.220,1.207,1.255,0.545,0.295,0.076,0.174,
instance05050,0.763,0.569,0.451,0.294,0.063,0.207,1.272,1.274,0.576,0.292,0.077,0.174,
instance05066,0.763,0.592,0.448,0.324,0.059,0.200,1.215,1.306,0.528,0.289,0.079,0.176,
instance05073,0.778,0.617,0.426,0.315,0.064,0.208,1.251,1.261,0.568,0.286,0.081,0.176,
instance05079,0.754,0.592,0.431,0.296,0.061,0.209,1.197,1.239,0.552,0.285,0.082,0.173,
instance05081,0.752,0.580,0.459,0.305,0.051,0.212,1.241,1.281,0.578,0.280,0.068,0.183,
instance05117,0.752,0.588,0.445,0.293,0.051,0.208,1.211,1.288,0.537,0.286,0.066,0.186,
instance05123,0.752,0.578,0.458,0.314,0.065,0.210,1.245,1.290,0.557,0.308,0.078,0.182,
instance05124,0.732,0.562,0.447,0.299,0.057,0.208,1.265,1.280,0.588,0.292,0.075,0.178,
instance05131,0.762,0.592,0.449,0.295,0.060,0.208,1.202,1.244,0.533,0.280,0.075,0.180,
instance05148,0.756,0.598,0.435,0.295,0.051,0.219,1.245,1.264,0.604,0.274,0.075,0.183,
instance05152,0.753,0.586,0.444,0.310,0.065,0.205,1.258,1.296,0.586,0.280,0.068,0.180,
instance05161,0.753,0.594,0.446,0.312,0.060,0.209,1.181,1.202,0.538,0.342,0.074,0.180,
instance05163,0.745,0.589,0.437,0.303,0.062,0.210,1.212,1.253,0.545,0.299,0.079,0.179,
instance05169,0.738,0.586,0.434,0.305,0.060,0.206,1.219,1.258,0.549,0.271,0.074,0.170,
instance05177,0.757,0.597,0.447,0.300,0.062,0.210,1.208,1.276,0.511,0.288,0.080,0.177,
instance05179,0.758,0.601,0.450,0.303,0.063,0.208,1.251,1.283,0.584,0.302,0.082,0.170,
instance05194,0.739,0.586,0.441,0.318,0.059,0.215,1.221,1.269,0.558,0.272,0.071,0.179,
instance05206,0.742,0.580,0.437,0.294,0.056,0.209,1.254,1.260,0.582,0.284,0.079,0.183,
instance05210,0.748,0.577,0.435,0.309,0.054,0.213,1.240,1.233,0.596,0.304,0.073,0.186,
instance05211,0.749,0.585,0.439,0.298,0.054,0.213,1.203,1.239,0.537,0.290,0.073,0.189,
instance05228,0.740,0.577,0.439,0.317,0.054,0.223,1.235,1.251,0.581,0.277,0.080,0.173,
instance05229,0.758,0.570,0.446,0.284,0.063,0.199,1.216,1.274,0.554,0.270,0.074,0.174,
instance05230,0.775,0.586,0.439,0.299,0.060,0.205,1.246,1.286,0.568,0.291,0.074,0.174,
instance05236,0.745,0.582,0.450,0.299,0.050,0.224,1.254,1.264,0.606,0.281,0.081,0.176,
instance05253,0.746,0.591,0.430,0.302,0.071,0.201,1.222,1.291,0.532,0.286,0.072,0.174,
instance05259,0.763,0.577,0.448,0.301,0.062,0.210,1.250,1.294,0.600,0.288,0.062,0.191,
instance05266,0.731,0.571,0.437,0.315,0.055,0.217,1.271,1.266,0.608,0.265,0.073,0.169,
instance05273,0.745,0.578,0.446,0.297,0.053,0.204,1.208,1.274,0.565,0.288,0.076,0.182,
instance05275,0.781,0.597,0.444,0.310,0.057,0.209,1.246,1.295,0.545,0.285,0.079,0.178,
instance05280,0.762,0.579,0.446,0.296,0.059,0.209,1.203,1.257,0.544,0.289,0.075,0.173,
instance05291,0.761,0.588,0.439,0.313,0.063,0.214,1.216,1.326,0.512,0.273,0.076,0.173,
instance05304,0.768,0.596,0.440,0.292,0.062,0.200,1.250,1.278,0.572,0.289,0.072,0.195,
instance05305,0.745,0.601,0.427,0.303,0.053,0.224,1.206,1.249,0.529,0.295,0.080,0.180,
instance05311,0.747,0.595,0.431,0.345,0.069,0.202,1.242,1.242,0.592,0.288,0.078,0.172,
instance05312,0.762,0.586,0.450,0.295,0.056,0.212,1.257,1.279,0.560,0.275,0.082,0.168,
instance05316,0.769,0.604,0.437,0.300,0.066,0.204,1.178,1.238,0.528,0.299,0.082,0.168,
instance05318,0.750,0.591,0.433,0.383,0.066,0.201,1.251,1.282,0.586,0.279,0.081,0.179,
instance05339,0.751,0.571,0.458,0.289,0.056,0.202,1.230,1.263,0.563,0.277,0.073,0.174,
instance05345,0.760,0.583,0.458,0.307,0.056,0.212,1.215,1.260,0.542,0.302,0.077,0.176,
instance05348,0.742,0.601,0.416,0.311,0.064,0.207,1.258,1.287,0.603,0.303,0.086,0.179,
instance05365,0.753,0.592,0.439,0.310,0.056,0.215,1.202,1.246,0.560,0.275,0.082,0.174,
instance05378,0.747,0.571,0.447,0.301,0.058,0.206,1.268,1.254,0.581,0.288,0.075,0.182,
instance05380,0.765,0.587,0.465,0.298,0.067,0.203,1.266,1.265,0.588,0.282,0.082,0.176,
instance05388,0.742,0.608,0.436,0.313,0.063,0.211,1.201,1.249,0.553,0.290,0.079,0.187,
instance05396,0.762,0.581,0.444,0.303,0.051,0.215,1.227,1.301,0.527,0.287,0.072,0.187,
instance05411,0.753,0.612,0.435,0.316,0.053,0.221,1.211,1.289,0.532,0.295,0.076,0.176,
instance05412,0.748,0.582,0.440,0.301,0.055,0.207,1.273,1.307,0.585,0.277,0.075,0.175,
instance05424,0.737,0.576,0.433,0.314,0.061,0.209,1.247,1.285,0.592,0.294,0.074,0.180,
instance05426,0.757,0.605,0.440,0.315,0.061,0.215,1.223,1.271,0.541,0.306,0.070,0.189,
instance05428,0.747,0.615,0.428,0.321,0.053,0.225,1.266,1.272,0.619,0.291,0.071,0.185,
instance05447,0.744,0.602,0.426,0.311,0.049,0.220,1.254,1.300,0.557,0.289,0.077,0.173,
instance05448,0.769,0.583,0.450,0.294,0.067,0.204,1.208,1.257,0.556,0.274,0.083,0.167,
instance05449,0.761,0.582,0.452,0.301,0.058,0.209,1.234,1.256,0.578,0.290,0.081,0.172,
instance05450,0.757,0.576,0.454,0.298,0.058,0.215,1.230,1.310,0.534,0.290,0.067,0.185,
instance05454,0.755,0.579,0.452,0.276,0.052,0.203,1.221,1.277,0.533,0.276,0.079,0.174,
instance05462,0.732,0.603,0.404,0.314,0.058,0.209,1.253,1.254,0.600,0.290,0.067,0.181,
instance05465,0.750,0.601,0.429,0.285,0.057,0.201,1.197,1.286,0.525,0.298,0.075,0.186,
instance05470,0.733,0.572,0.430,0.300,0.055,0.210,1.262,1.297,0.583,0.279,0.083,0.173,
instance05472,0.753,0.582,0.442,0.310,0.059,0.210,1.255,1.277,0.588,0.279,0.075,0.176,
instance05474,0.742,0.595,0.428,0.284,0.059,0.203,1.253,1.286,0.579,0.303,0.071,0.190,
instance05476,0.748,0.567,0.450,0.299,0.055,0.207,1.203,1.266,0.531,0.305,0.076,0.186,
instance05477,0.752,0.588,0.441,0.308,0.056,0.209,1.271,1.317,0.568,0.285,0.079,0.184,
instance05481,0.738,0.597,0.447,0.294,0.053,0.210,1.209,1.257,0.540,0.284,0.076,0.173,
instance05486,0.752,0.595,0.433,0.316,0.063,0.209,1.231,1.309,0.532,0.286,0.093,0.167,
instance05487,0.748,0.619,0.422,0.310,0.057,0.212,1.221,1.259,0.568,0.302,0.073,0.184,
instance05493,0.745,0.565,0.445,0.310,0.054,0.208,1.276,1.306,0.599,0.304,0.082,0.166,
instance05494,0.745,0.581,0.433,0.307,0.052,0.216,1.234,1.255,0.556,0.293,0.077,0.169,
instance05507,0.752,0.602,0.431,0.305,0.061,0.201,1.274,1.279,0.558,0.290,0.090,0.171,
instance05512,1.050,0.601,0.436,0.300,0.064,0.202,1.205,1.248,0.524,0.294,0.085,0.177,
instance05515,0.764,0.577,0.458,0.304,0.053,0.213,1.256,1.284,0.588,0.299,0.081,0.175,
instance05522,0.748,0.562,0.455,0.309,0.059,0.216,1.263,1.305,0.572,0.276,0.074,0.178,
instance05547,0.757,0.584,0.466,0.312,0.053,0.217,1.219,1.228,0.573,0.277,0.084,0.165,
instance05567,0.758,0.579,0.452,0.300,0.057,0.218,1.242,1.256,0.576,0.287,0.080,0.181,
instance05572,0.731,0.582,0.427,0.305,0.058,0.210,1.261,1.293,0.566,0.288,0.076,0.177,
instance05592,0.764,0.584,0.441,0.311,0.065,0.206,1.224,1.231,0.573,0.296,0.077,0.182,
instance05600,0.748,0.574,0.452,0.298,0.053,0.209,1.243,1.279,0.607,0.293,0.084,0.166,
instance05615,0.737,0.578,0.432,0.317,0.056,0.215,1.209,1.274,0.522,0.304,0.081,0.178,
instance05619,0.761,0.574,0.448,0.309,0.056,0.216,1.225,1.236,0.564,0.290,0.069,0.180,
instance05632,0.750,0.596,0.441,0.312,0.055,0.214,1.254,1.314,0.574,0.290,0.078,0.180,
instance05635,0.750,0.590,0.431,0.329,0.063,0.202,1.233,1.291,0.568,0.307,0.082,0.179,
instance05641,0.757,0.603,0.445,0.312,0.058,0.222,1.228,1.259,0.565,0.286,0.069,0.179,
instance05655,0.761,0.579,0.436,0.295,0.061,0.211,1.271,1.323,0.545,0.281,0.077,0.178,
instance05672,0.753,0.578,0.442,0.290,0.062,0.196,1.228,1.274,0.535,0.276,0.080,0.167,
instance05673,0.777,0.610,0.453,0.293,0.059,0.208,1.260,1.277,0.578,0.301,0.075,0.186,
instance05675,0.743,0.570,0.450,0.323,0.064,0.203,1.220,1.280,0.547,0.295,0.076,0.180,
instance05680,0.755,0.591,0.442,0.308,0.064,0.210,1.225,1.250,0.578,0.307,0.084,0.167,
instance05684,0.758,0.575,0.466,0.306,0.059,0.210,1.248,1.245,0.595,0.285,0.075,0.184,
instance05698,0.737,0.594,0.434,0.299,0.068,0.198,1.214,1.263,0.557,0.286,0.075,0.173,
instance05710,0.771,0.585,0.467,0.298,0.053,0.213,1.263,1.308,0.577,0.285,0.087,0.177,
instance05728,0.751,0.586,0.444,0.322,0.053,0.216,1.244,1.270,0.555,0.287,0.080,0.174,
instance05742,0.764,0.583,0.445,0.319,0.058,0.210,1.225,1.254,0.560,0.279,0.071,0.181,
instance05746,0.746,0.576,0.459,0.311,0.059,0.212,1.235,1.267,0.581,0.289,0.086,0.170,
instance05753,0.753,0.600,0.433,0.332,0.055,0.214,1.219,1.268,0.549,0.279,0.079,0.176,
instance05764,0.737,0.612,0.416,0.304,0.062,0.206,1.212,1.250,0.558,0.284,0.076,0.188,
instance05776,0.760,0.582,0.456,0.314,0.055,0.215,1.273,1.291,0.583,0.287,0.077,0.186,
instance05785,0.752,0.597,0.437,0.306,0.058,0.212,1.222,1.236,0.563,0.276,0.074,0.177,
instance05787,0.764,0.595,0.444,0.316,0.058,0.217,1.195,1.253,0.534,0.288,0.070,0.186,
instance05799,0.743,0.572,0.444,0.303,0.059,0.209,1.253,1.286,0.582,0.294,0.082,0.170,
instance05806,0.744,0.570,0.447,0.312,0.065,0.205,1.212,1.259,0.547,0.287,0.078,0.187,
instance05812,0.784,0.574,0.454,0.309,0.061,0.213,1.246,1.239,0.581,0.287,0.076,0.176,
instance05820,0.737,0.581,0.425,0.317,0.050,0.219,1.191,1.260,0.534,0.275,0.078,0.172,
instance05823,0.733,0.600,0.424,0.299,0.053,0.209,1.209,1.279,0.537,0.286,0.075,0.182,
instance05826,0.762,0.607,0.439,0.300,0.062,0.197,1.270,1.305,0.594,0.284,0.081,0.167,
instance05844,0.761,0.591,0.435,0.294,0.052,0.208,1.200,1.220,0.570,0.282,0.072,0.185,
instance05845,0.749,0.613,0.424,0.298,0.057,0.200,1.243,1.282,0.582,0.280,0.073,0.176,
instance05848,0.745,0.577,0.447,0.319,0.065,0.203,1.251,1.252,0.579,0.298,0.082,0.182,
instance05850,0.747,0.612,0.425,0.320,0.060,0.210,1.289,1.284,0.571,0.277,0.075,0.183,
instance05851,0.750,0.607,0.432,0.315,0.059,0.216,1.249,1.304,0.532,0.288,0.081,0.170,
instance05856,0.732,0.561,0.443,0.314,0.064,0.205,1.222,1.251,0.555,0.280,0.075,0.179,
instance05867,0.757,0.570,0.454,0.341,0.056,0.209,1.282,1.269,0.525,0.283,0.073,0.182,
instance05871,0.762,0.596,0.440,0.301,0.050,0.212,1.265,1.285,0.583,0.273,0.069,0.179,
instance05888,0.755,0.604,0.441,0.294,0.057,0.213,1.195,1.222,0.555,0.283,0.081,0.174,
instance05896,0.744,0.579,0.438,0.311,0.059,0.215,1.336,1.279,0.562,0.294,0.069,0.197,
instance05902,0.755,0.598,0.450,0.295,0.060,0.207,1.242,1.282,0.559,0.286,0.071,0.187,
instance05937,0.757,0.590,0.453,0.316,0.056,0.215,1.263,1.245,0.577,0.301,0.068,0.190,
instance05941,0.770,0.577,0.442,0.304,0.059,0.205,1.208,1.260,0.536,0.287,0.083,0.170,
instance05978,0.765,0.579,0.449,0.310,0.062,0.206,1.219,1.268,0.546,0.273,0.080,0.173,
instance05980,0.764,0.581,0.451,0.311,0.056,0.218,1.217,1.262,0.548,0.273,0.065,0.182,
instance05982,0.746,0.570,0.445,0.298,0.060,0.206,1.199,1.264,0.525,0.282,0.072,0.178,
instance05984,0.748,0.584,0.448,0.300,0.052,0.218,1.275,1.301,0.586,0.276,0.074,0.176,
instance05989,0.749,0.599,0.442,0.310,0.059,0.208,1.248,1.287,0.601,0.280,0.076,0.182,
instance05991,0.760,0.589,0.444,0.316,0.063,0.209,1.255,1.299,0.543,0.287,0.073,0.183,
instance06349,0.749,0.603,0.432,0.315,0.060,0.203,1.280,1.379,0.578,0.293,0.067,0.189,
instance06506,0.744,0.610,0.428,0.323,0.076,0.209,1.137,1.177,0.521,0.272,0.069,0.174,
instance06609,0.742,0.586,0.457,0.317,0.059,0.212,1.295,1.379,0.593,0.270,0.076,0.172,
instance06641,0.765,0.579,0.474,0.315,0.062,0.211,1.218,1.306,0.569,0.274,0.067,0.180,
instance07107,0.758,0.581,0.443,0.320,0.057,0.214,1.209,1.352,0.536,0.298,0.082,0.178,
instance07209,0.758,0.589,0.446,0.292,0.055,0.210,1.283,1.356,0.620,0.291,0.087,0.165,
instance07321,0.735,0.572,0.443,0.319,0.069,0.214,1.169,1.173,0.571,0.283,0.086,0.173,
instance07331,0.762,0.568,0.461,0.303,0.060,0.212,1.270,1.333,0.595,0.282,0.079,0.173,
